wikiStats|mk

redirects|7784
r|Шаблон:Taxonomy/Миртовидни|Шаблон:Автотаксономија/Миртовидни
r|Шаблон:Language|Шаблон:Инфокутија за јазик
r|Шаблон:David Cameron cabinet 1 vertical|Шаблон:Камеронов кабинет 1 вертикално
r|Шаблон:Биохемија-никулец|Шаблон:Биохем-никулец
r|Шаблон:Provinces of Cuba|Шаблон:Покраини во Куба
r|Шаблон:Податотечен формат/doc|Шаблон:Инфокутија Податотечен формат/doc
r|Шаблон:Renewable energy sources|Шаблон:Извори на обновлива енергија
r|Шаблон:Историја на македонскиот народ|Шаблон:Македонци
r|Шаблон:Commons cat|Шаблон:Ризница-врска
r|Шаблон:Spaces|Шаблон:Меѓупростори
r|Шаблон:Country data НАМ|Шаблон:Country data Намибија
r|Шаблон:ПозКарта Борнео|Шаблон:ПозКарта Индонезија Борнео
r|Шаблон:Цитирана книга/doc|Шаблон:Наведена книга/doc
r|Шаблон:Inline need translation|Шаблон:Треба превод-вметнато
r|Шаблон:Country data УЗБ|Шаблон:Country data Узбекистан
r|Шаблон:Инфокутија боја/Координати на боја|Шаблон:Инфокутија Боја/Координати на боја
r|Шаблон:ПозКарта Germany Thuringia|Шаблон:ПозКарта Германија Тирингија
r|Шаблон:Provinces of Kyrgyzstan|Шаблон:Области во Киргистан
r|Шаблон:Country data SMR|Шаблон:Country data Сан Марино
r|Шаблон:Policy/doc|Шаблон:Начело/doc
r|Шаблон:Автотаксономија/Ткивни|Шаблон:Автотаксономија/Ткивни животни
r|Шаблон:Cite Russian law|Шаблон:Наведи руски закон
r|Шаблон:MedalSport|Шаблон:МедалСпорт
r|Шаблон:Градови во Зексише Швајц (округ)|Шаблон:Градови во Саксонска Швајцарија (округ)
r|Шаблон:Аудиовизуелни дела|Шаблон:Меѓународни броеви
r|Шаблон:Nihongo|Шаблон:Јапонски
r|Шаблон:ПозКарта Warwickshire|Шаблон:ПозКарта Ворикшир
r|Шаблон:NavigationBox|Шаблон:Навигациона кутија
r|Шаблон:Infobox currency|Шаблон:Инфокутија Валута
r|Шаблон:Infobox Unit|Шаблон:Инфокутија Единица
r|Шаблон:Bridge|Шаблон:Инфокутија Мост
r|Шаблон:Country data Qing Dynasty|Шаблон:Country data династија Чинг
r|Шаблон:DNB portal|Шаблон:DNB-портал
r|Шаблон:Непрофитна организација/doc|Шаблон:Инфокутија Непрофитна организација/doc
r|Шаблон:Languages of the Philippines|Шаблон:Јазици на Филипините
r|Шаблон:Infobox street|Шаблон:Инфокутија Улица
r|Шаблон:Османлиско-руски војни|Шаблон:Руско-турски војни
r|Шаблон:Country data NLD|Шаблон:Country data Холандија
r|Шаблон:ПозКарта Switzerland relief|Шаблон:ПозКарта Швајцарија релјефна
r|Шаблон:Инфокутија сингл|Шаблон:Инфокутија Сингл
r|Шаблон:Transclude|Шаблон:Превметни
r|Шаблон:Formal languages and grammars|Шаблон:Формални јазици и граматики
r|Шаблон:Russian language|Шаблон:Руски јазик
r|Шаблон:Country data Jamaica|Шаблон:Country data Јамајка
r|Шаблон:EMBL species|Шаблон:EMBL-вид
r|Шаблон:Country data СИН|Шаблон:Country data Сингапур
r|Шаблон:SI prefixes|Шаблон:SI-претставки
r|Шаблон:Board-game-stub|Шаблон:Игра-на-табла-никулец
r|Шаблон:Country data Lower Austria|Шаблон:Country data Долна Австрија
r|Шаблон:ПозКарта Turkey|Шаблон:ПозКарта Турција
r|Шаблон:Numbers (0 E3)|Шаблон:Броеви 0 - 1000
r|Шаблон:Македонска Литература|Шаблон:Македонска книжевност
r|Шаблон:Round16|Шаблон:Осмина-финале
r|Шаблон:Fungus-stub|Шаблон:Габа-никулец
r|Шаблон:ПозКарта Croatia|Шаблон:ПозКарта Хрватска
r|Шаблон:Topic|Шаблон:Тема
r|Шаблон:Починал|Шаблон:Починат
r|Шаблон:Ево-никулец|Шаблон:Еволуција-никулец
r|Шаблон:Инфокутија трговски центар|Шаблон:Инфокутија Трговски центар
r|Шаблон:ПозКарта Scandinavia|Шаблон:ПозКарта Скандинавија
r|Шаблон:Provinces of Sweden|Шаблон:Покраини во Шведска
r|Шаблон:Country flag alias Zimbabwe|Шаблон:Country flag alias Зимбабве
r|Шаблон:LondonGazette|Шаблон:London Gazette
r|Шаблон:Country data CUR|Шаблон:Country data Курасао
r|Шаблон:CatDiffuse|Шаблон:КатРаспределба
r|Шаблон:Protein|Шаблон:Инфокутија Белковина
r|Шаблон:Swiss populations data CH-BS|Шаблон:Население на кантон CH-BS
r|Шаблон:Tlb|Шаблон:Швд
r|Шаблон:Death date|Шаблон:Датум на смрт
r|Шаблон:Месјеови објекти|Шаблон:Месјеов каталог
r|Шаблон:Другиместа3|Шаблон:Други места3
r|Шаблон:User de|Шаблон:Корисник de
r|Шаблон:German coats of arms|Шаблон:Германски грбови
r|Шаблон:Country data CAF|Шаблон:Country data ЦАР
r|Шаблон:Pressure Units|Шаблон:Единици за притисок
r|Шаблон:Taxonomy/Мамути|Шаблон:Автотаксономија/Мамути
r|Шаблон:CopyrightedFreeUse-Link|Шаблон:ЗаштитеноСлободнаУпотреба-Врска
r|Шаблон:Country data Свети Винцент и Гренадини|Шаблон:Country data Свети Винцент и Гренадините
r|Шаблон:Center|Шаблон:Центар
r|Шаблон:Ifd|Шаблон:Сзб
r|Шаблон:OS|Шаблон:ОС
r|Шаблон:Cycling data Panasonic|Шаблон:Cycling data PSC
r|Шаблон:Country data БЕЛ|Шаблон:Country data Белгија
r|Шаблон:FormatDate|Шаблон:Датум
r|Шаблон:Vowels|Шаблон:Самогласки
r|Шаблон:CopyrightedFreeUse-User|Шаблон:ЗаштитеноСлободнаУпотреба-Корисник
r|Шаблон:Nuclide|Шаблон:Nuclide2
r|Шаблон:Infobox coat of arms|Шаблон:Инфокутија-Грб
r|Шаблон:Val|Шаблон:Вред
r|Шаблон:Bavaria-geo-stub|Шаблон:Баварија-гео-никулец
r|Шаблон:End flag row|Шаблон:Ред знамиња-Крај
r|Шаблон:Infobox football tournament|Шаблон:Инфокутија Фудбалски турнир
r|Шаблон:ISL|Шаблон:ИСЛ
r|Шаблон:Country data URU|Шаблон:Country data Уругвај
r|Шаблон:T|Шаблон:Шв
r|Шаблон:Phanerozoic eon|Шаблон:Фанерозоик
r|Шаблон:Germany-geo-stub|Шаблон:Германија-гео-никулец
r|Шаблон:Birth year and age|Шаблон:Година на раѓање и возраст
r|Шаблон:End flag gallery|Шаблон:Галерија на знамиња-Крај
r|Шаблон:Check ISO 639-1|Шаблон:Провери ISO 639-1
r|Шаблон:Никулец за биографија|Шаблон:Биографија-никулец
r|Шаблон:Ф постер|Шаблон:Ф плакат
r|Шаблон:Country data Democratic People's Republic of Korea|Шаблон:Country data Северна Кореја
r|Шаблон:CAN|Шаблон:КАН
r|Шаблон:Taxonomy/Тврдокрилци (надред)|Шаблон:Автотаксономија/Тврдокрилци (надред)
r|Шаблон:AHO|Шаблон:ХАН
r|Шаблон:ПозКарта France Bretagne|Шаблон:ПозКарта Франција Бретања
r|Шаблон:Инфокутија за философ/doc|Шаблон:Инфокутија Филозоф/doc
r|Шаблон:Navbox/core|Шаблон:Навкутија/core
r|Шаблон:Country data МАД|Шаблон:Country data Мадагаскар
r|Шаблон:Country data Kingdom of Romania|Шаблон:Country data Кралство Романија
r|Шаблон:Babel-7|Шаблон:Вавилон-7
r|Шаблон:Location map United Kingdom Oxford (central)|Шаблон:ПозКарта Обединетото Кралство Оксфорд (центар)
r|Шаблон:Список на реки во Европа|Шаблон:Списоци на реки во Европа
r|Шаблон:Fooian people|Шаблон:Кат националност
r|Шаблон:Country data Carinthia|Шаблон:Country data Корушка
r|Шаблон:Country data United States Minor Outlying Islands|Шаблон:Country data Мали оддалечени острови на САД
r|Шаблон:Р-В|Шаблон:Ризница-врска
r|Шаблон:Void|Шаблон:Празен шаблон
r|Шаблон:ArchitectureYr|Шаблон:АрхитектураГод
r|Шаблон:Ал Андалуз|Шаблон:Ел-Андалуз
r|Шаблон:Дистрибуција на софтверот|Шаблон:Облици на распространување на ПО
r|Шаблон:Country data Tucumán|Шаблон:Country data Тукуман
r|Шаблон:50-те најголеми градови во САД по население|Шаблон:САД-најголеми градови
r|Шаблон:Taxonomy/Сауруси|Шаблон:Автотаксономија/Сауруси
r|Шаблон:Country data Shetland Islands|Шаблон:Country data Шетланд
r|Шаблон:Geological period|Шаблон:Геолошки период
r|Шаблон:Инфокутија за претседател|Шаблон:Инфокутија за државник
r|Шаблон:ПозКарта Oceania|Шаблон:ПозКарта Океанија
r|Шаблон:WPFILMS Sidebar|Шаблон:ВПФИЛМ навигација
r|Шаблон:Politics of Jordan|Шаблон:Политика на Јордан
r|Шаблон:End date|Шаблон:Завршен датум
r|Шаблон:Слушнете/doc|Шаблон:Преслушување/doc
r|Шаблон:Инфокутија Протеин|Шаблон:Инфокутија Белковина
r|Шаблон:Инфокутија за планина|Шаблон:Инфокутија Планина
r|Шаблон:Универзијади|Шаблон:Универзијада
r|Шаблон:Официјални јазици во Јужна Америка|Шаблон:Службени јазици во Јужна Америка
r|Шаблон:Taxonomy/Јаглики|Шаблон:Автотаксономија/Јаглики
r|Шаблон:Issn|Шаблон:ISSN
r|Шаблон:Country data GDR|Шаблон:Country data East Germany
r|Шаблон:Категоријаifexist|Шаблон:Ако постои категорија
r|Шаблон:Rfa-notice|Шаблон:БзАС-белешка
r|Шаблон:Cycling data XGZ|Шаблон:Cycling data XAC
r|Шаблон:Листа на астероиди/header1|Шаблон:Список на астероиди/header1
r|Шаблон:Инфокутија тениски играч|Шаблон:Инфокутија Тенисер
r|Шаблон:Infobox Belgium Municipality/Economy|Шаблон:Општина во Белгија/Economy
r|Шаблон:Country data SUI|Шаблон:Country data Швајцарија
r|Шаблон:Icon|Шаблон:Икона
r|Шаблон:Населени места во Општина Новаци|Шаблон:Општина Новаци
r|Шаблон:Country data SWE|Шаблон:Country data Шведска
r|Шаблон:Labiovelar|Шаблон:Усненовенечна согласка
r|Шаблон:Sochi Light Metro route diagram|Шаблон:Сочиско леко метро-Шема
r|Шаблон:Инфокутија боксер/doc|Шаблон:Инфокутија за боксер/doc
r|Шаблон:ПозКарта Cape Verde|Шаблон:ПозКарта Зелен ’Рт
r|Шаблон:Country data SER|Шаблон:Country data Србија
r|Шаблон:Sfdb name|Шаблон:Sfdb име
r|Шаблон:Germany districts hesse|Шаблон:Окрузи во Хесен
r|Шаблон:Hide if placeholder image|Шаблон:Скриј ако е пополнувач
r|Шаблон:AustralianCapitalCities|Шаблон:Австралиски главни градови
r|Шаблон:Swiss populations|Шаблон:Швајцарско население
r|Шаблон:Taxonomy/Диносаурусолики|Шаблон:Автотаксономија/Диносаурусолики
r|Шаблон:USCabinet|Шаблон:Министерства на САД
r|Шаблон:Country data МАР|Шаблон:Country data Мароко
r|Шаблон:ПозКарта United Kingdom|Шаблон:ПозКарта Обединетото Кралство
r|Шаблон:Country data Republic of the Congo|Шаблон:Country data Република Конго
r|Шаблон:Swiss populations data CH-TI|Шаблон:Население на кантон CH-TI
r|Шаблон:Country data Zakarpattia Oblast|Шаблон:Country data Закарпатска област
r|Шаблон:Internet archive|Шаблон:Семрежен архив
r|Шаблон:Battle category by participant|Шаблон:Категорија за битки по учесник
r|Шаблон:Инфокутија-Монархија|Шаблон:Инфокутија Монархија
r|Шаблон:Country data Шпанска република|Шаблон:Country data Втора Шпанска република
r|Шаблон:Sect-stub|Шаблон:Заглавие-никулец
r|Шаблон:Бришење|Шаблон:Db
r|Шаблон:Trans-Neptunian objects navbox|Шаблон:Заднептунци
r|Шаблон:Кинески календар/ден/78/30|Шаблон:Chinese calendar/day/78/30
r|Шаблон:Location map Peru|Шаблон:ПозКарта Перу
r|Шаблон:China-stub|Шаблон:Кина-никулец
r|Шаблон:Districts of Bayankhongor|Шаблон:Области во Бајанхонгор
r|Шаблон:Круг Долна Саксонија|Шаблон:Долносаксонски круг
r|Шаблон:Infobox Australian Place|Шаблон:Инфокутија Место во Австралија
r|Шаблон:Country data Marshall Islands|Шаблон:Country data Маршалски Острови
r|Шаблон:ПозКарта Northland|Шаблон:ПозКарта Нов Зеланд Нортленд
r|Шаблон:ПозКарта Antarctica|Шаблон:ПозКарта Антарктик
r|Шаблон:Infobox Instrument|Шаблон:Музички инструмент
r|Шаблон:CAsia-stub|Шаблон:ЦентралнаАзија-никулец
r|Шаблон:Инфокутија Град/doc|Шаблон:Инфокутија за град/doc
r|Шаблон:Days of the week|Шаблон:Денови од седмицата
r|Шаблон:Country data МЕК|Шаблон:Country data Мексико
r|Шаблон:Country data China|Шаблон:Country data Кина
r|Шаблон:Инфокутија за архитект|Шаблон:Инфокутија Архитект
r|Шаблон:Discreet abbreviation|Шаблон:Dabbr
r|Шаблон:List|Шаблон:Список
r|Шаблон:Listen/core|Шаблон:Преслушување/core
r|Шаблон:Гфдл-корисник|Шаблон:ГЛСД-корисник
r|Шаблон:Classical-composition-stub|Шаблон:Класична композиција-никулец
r|Шаблон:Expand section|Шаблон:Поднаслов-никулец
r|Шаблон:Districts of Ömnögovi|Шаблон:Области во Омногови
r|Шаблон:ПозКарта East Timor|Шаблон:ПозКарта Источен Тимор
r|Шаблон:Филисофија, навигациска кутија|Шаблон:Филозофски теми
r|Шаблон:ЈД-предадена|Шаблон:Јс-предадено
r|Шаблон:Инфокутија Океан|Шаблон:Инфокутија Водна површина
r|Шаблон:MTN|Шаблон:MRT
r|Шаблон:Taxonomy/Mammuthus|Шаблон:Автотаксономија/Мамути
r|Шаблон:Tvtome person|Шаблон:Tv.com person
r|Шаблон:Универзитет/doc|Шаблон:Инфокутија Универзитет/doc
r|Шаблон:Translated page|Шаблон:Преведено
r|Шаблон:Asia templates|Шаблон:Шаблони за азиски земји
r|Шаблон:Botany-stub|Шаблон:Ботаника-никулец
r|Шаблон:Ordinal/doc|Шаблон:Реден/doc
r|Шаблон:Country data Kingdom of Great Britain|Шаблон:Country data Кралство Велика Британија
r|Шаблон:Country data Сити (Лондон)|Шаблон:Country data Сити
r|Шаблон:Кулурно наследство на Англија-ставка|Шаблон:NHLE
r|Шаблон:BridgeTypePix|Шаблон:Инфокутија Вид на мост
r|Шаблон:JapaneseText|Шаблон:Јапонски текст
r|Шаблон:Cycling data PPO|Шаблон:Cycling data VFN
r|Шаблон:TCH|Шаблон:ЧЕХ
r|Шаблон:Infobox treaty|Шаблон:Инфокутија Договор
r|Шаблон:Atlas-Europe|Шаблон:Атлас-Европа
r|Шаблон:Central-lateral|Шаблон:Средна-странична
r|Шаблон:Poptoday|Шаблон:Населденес
r|Шаблон:Родена на и возраст|Шаблон:Роден на и возраст
r|Шаблон:Список на астероиди/footer|Шаблон:Крај
r|Шаблон:Форми на владеење|Шаблон:Облици на управување
r|Шаблон:Cycling data GRM|Шаблон:Cycling data CPT
r|Шаблон:Country data San Marino|Шаблон:Country data Сан Марино
r|Шаблон:External media|Шаблон:Надворешни снимки
r|Шаблон:Geographic Location (8-way)|Шаблон:Местоположба
r|Шаблон:Poli-stub|Шаблон:Политика-никулец
r|Шаблон:Beijing Subway/1|Шаблон:Пекиншко метро/1
r|Шаблон:Country data DEU|Шаблон:Country data Германија
r|Шаблон:Infobox bismuth|Шаблон:Инфокутија бизмут
r|Шаблон:Bk-десно|Шаблон:Bk-rt
r|Шаблон:FRA|Шаблон:ФРА
r|Шаблон:Country data Austria|Шаблон:Country data Австрија
r|Шаблон:MedalBottom|Шаблон:МедалНајдолу
r|Шаблон:Country data Equatorial Guinea|Шаблон:Country data Екваторска Гвинеја
r|Шаблон:Centurybox|Шаблон:Век
r|Шаблон:Country data Madagascar|Шаблон:Country data Мадагаскар
r|Шаблон:Политики на Република Македонија|Шаблон:Политика на Република Македонија
r|Шаблон:КатПремести|Шаблон:Премести категорија
r|Шаблон:Regions of Norway|Шаблон:Региони во Норвешка
r|Шаблон:WTA|Шаблон:ВТА
r|Шаблон:Cities in Ireland|Шаблон:Градови во Ирска
r|Шаблон:Fr icon|Шаблон:Fr
r|Шаблон:Држави на Северногерманската Конфедерација|Шаблон:Држави на Северногерманската конфедерација
r|Шаблон:Country data МРИ|Шаблон:Country data Маврициус
r|Шаблон:ПозКарта Јава|Шаблон:ПозКарта Индонезија Јава
r|Шаблон:Convert/LonAoffDbSoffT|Шаблон:Convert/LonAonDbSoffT
r|Шаблон:Провинција во Италија|Шаблон:Покраина во Италија
r|Шаблон:Formatprice/digits|Шаблон:Форматирајцена/цифри
r|Шаблон:Country data ISV|Шаблон:Country data Американски Девствени Острови
r|Шаблон:Country data МОН|Шаблон:Country data Монако
r|Шаблон:Grass-stub|Шаблон:Трева-никулец
r|Шаблон:PageTabsTop|Шаблон:ЈазичињаНаСтранициВрв
r|Шаблон:Country data МОЛ|Шаблон:Country data Молдавија
r|Шаблон:Cuisine of China|Шаблон:Кинеска кујна
r|Шаблон:Country data Rwanda|Шаблон:Country data Руанда
r|Шаблон:Country data LBY|Шаблон:Country data Либија
r|Шаблон:Cite journal|Шаблон:Наведено списание
r|Шаблон:Infobox weapon|Шаблон:Инфокутија Оружје
r|Шаблон:Messier objects|Шаблон:Месјеов каталог
r|Шаблон:ПозКарта Czech Republic Greater Prague|Шаблон:ПозКарта Чешка Прага
r|Шаблон:Country data St. Vincent and the Grenadines|Шаблон:Country data Свети Винцент и Гренадините
r|Шаблон:Ref-fr|Шаблон:Fr
r|Шаблон:Стандарди на компјутерски екрани|Шаблон:Стандарди на сметачки екрани
r|Шаблон:Родена во|Шаблон:Роден во
r|Шаблон:User|Шаблон:Корисник
r|Шаблон:ВПЈ|Шаблон:ВикиПроект Јазици
r|Шаблон:Напатствија за избрана статија|Шаблон:Упатства за избрана статија
r|Шаблон:SCG|Шаблон:СЦГ
r|Шаблон:Европа|Шаблон:Држави во Европа
r|Шаблон:Country data PYF|Шаблон:Country data Француска Полинезија
r|Шаблон:Country data Kingdom of Denmark|Шаблон:Country data Данска
r|Шаблон:Wikipedia-Books|Шаблон:Wikipedia books
r|Шаблон:Веб сајт-никулец|Шаблон:Мрежно-место-никулец
r|Шаблон:Country data South Australia|Шаблон:Country data Јужна Австралија
r|Шаблон:Internet access|Шаблон:Семрежен пристап
r|Шаблон:WorksDecadeHeader|Шаблон:ДелоДецЗаглавие
r|Шаблон:Music|Шаблон:Музика
r|Шаблон:Food-utensil-stub|Шаблон:Кујнско помагало-никулец
r|Шаблон:ЈД|Шаблон:Јавна сопственост
r|Шаблон:Djibouti-stub|Шаблон:Џибути-никулец
r|Шаблон:Regions of Tanzania|Шаблон:Региони во Танзанија
r|Шаблон:Taxonomy/Комелиниди|Шаблон:Автотаксономија/Комелиниди
r|Шаблон:Country data Montana|Шаблон:Country data Монтана
r|Шаблон:Infobox globular cluster|Шаблон:Инфокутија Збиено јато
r|Шаблон:Archipelagos of French Polynesia|Шаблон:Архипелази на Француска Полинезија
r|Шаблон:Infobox Ancient site|Шаблон:Инфокутија Археолошко наоѓалиште
r|Шаблон:Дравидиски јазици|Шаблон:Дравидски јазици
r|Шаблон:Инфокутија Атлетичар|Шаблон:Инфокутија Спортист
r|Шаблон:*|Шаблон:•
r|Шаблон:Geolinks-US-hoodscale|Шаблон:Coord
r|Шаблон:Roden na|Шаблон:Роден
r|Шаблон:Infobox Quasar|Шаблон:Инфокутија Квазар
r|Шаблон:For year month day/display|Шаблон:Изминато време/приказ
r|Шаблон:ПозКарта Saint Kitts and Nevis|Шаблон:ПозКарта Свети Кристофер и Невис
r|Шаблон:Location map Lithuania|Шаблон:ПозКарта Литванија
r|Шаблон:Infobox pipeline|Шаблон:Инфокутија Цевковод
r|Шаблон:Инфокутија за држави|Шаблон:Инфокутија Држава
r|Шаблон:Country flag alias France|Шаблон:Country flag alias Франција
r|Шаблон:Coat of arms|Шаблон:Грбови
r|Шаблон:Catholic|Шаблон:Католичка
r|Шаблон:Country data Northern Mariana Islands|Шаблон:Country data Северни Маријански Острови
r|Шаблон:Cycling data CSC|Шаблон:Cycling data TTS
r|Шаблон:Infobox Cooperative|Шаблон:Инфокутија Задруга
r|Шаблон:Country data Congo DR|Шаблон:Country data ДР Конго
r|Шаблон:Податотечен формат|Шаблон:Инфокутија Податотечен формат
r|Шаблон:PD-BritishGov|Шаблон:Јс-БританскаВлада
r|Шаблон:Template documentation page|Шаблон:Потстраница за документација
r|Шаблон:Year in the Republic of Macedonia|Шаблон:Година во Македонија
r|Шаблон:Infobox Officeholder|Шаблон:Инфокутија Функционер
r|Шаблон:Portal/images|Шаблон:Портал/Слики
r|Шаблон:Taxonomy/Цицачи|Шаблон:Автотаксономија/Цицачи
r|Шаблон:Мерна единица|Шаблон:Инфокутија Единица
r|Шаблон:IPA-bodia|Шаблон:МФА-сите
r|Шаблон:Писмо/Slavonic|Шаблон:Писмо/Старословенско
r|Шаблон:Nat hs start|Шаблон:РакРеп-почеток
r|Шаблон:PD-Layout|Шаблон:Јд-основа
r|Шаблон:Taxonomy/Школки|Шаблон:Автотаксономија/Школки
r|Шаблон:Country data MTQ|Шаблон:Country data Мартиник
r|Шаблон:Periodic table (32 columns, micro)/elementcell|Шаблон:Периоден систем за инфокутија/ќелија
r|Шаблон:НЗ-никулец|Шаблон:НовЗеланд-никулец
r|Шаблон:КатНик/doc|Шаблон:Категорија за никулци/doc
r|Шаблон:Infobox organization|Шаблон:Инфокутија Организација
r|Шаблон:BRA|Шаблон:БРА
r|Шаблон:Taxonomy/Hominini|Шаблон:Автотаксономија/Хоминини (племе)
r|Шаблон:Media intro|Шаблон:Медија вовед
r|Шаблон:Wikinews|Шаблон:Викивести
r|Шаблон:Liechtenstein-geo-stub|Шаблон:Лихтенштајн-гео-никулец
r|Шаблон:NGA|Шаблон:НГА
r|Шаблон:Taxonomy/Птицокрили/skip|Шаблон:Автотаксономија/Птицокрили/skip
r|Шаблон:Periods in English History|Шаблон:Периоди во историјата на Англија
r|Шаблон:Country data ALB|Шаблон:Country data Албанија
r|Шаблон:Странична лента со расклопни списоци|Шаблон:Страничник со расклопни списоци
r|Шаблон:ПозКарта Afghanistan|Шаблон:ПозКарта Авганистан
r|Шаблон:ПозКарта Tajikistan|Шаблон:ПозКарта Таџикистан
r|Шаблон:Country data Tuvalu|Шаблон:Country data Тувалу
r|Шаблон:ПозКарта Asia|Шаблон:ПозКарта Азија
r|Шаблон:ПозКарта Тасманија|Шаблон:ПозКарта Австралија Тасманија
r|Шаблон:Disastersbyyear|Шаблон:Катастрофи по година
r|Шаблон:Country data Lebanon|Шаблон:Country data Либан
r|Шаблон:Football in the Republic of Macedonia|Шаблон:Фудбал во Република Македонија
r|Шаблон:Инфокутија за книга/doc|Шаблон:Инфокутија Книга/doc
r|Шаблон:Infobox Bone|Шаблон:Инфокутија Коска
r|Шаблон:Country data Limburg (Belgium)|Шаблон:Country data Лимбург (Белгија)
r|Шаблон:Инфокутија за вселенска станица|Шаблон:Вселенска станица
r|Шаблон:Country data NOR|Шаблон:Country data Норвешка
r|Шаблон:Infobox protein|Шаблон:Инфокутија Белковина
r|Шаблон:Country data GRL|Шаблон:Country data Гренланд
r|Шаблон:Приклучок|Шаблон:Инфокутија Приклучок
r|Шаблон:Number table sorting|Шаблон:Пб
r|Шаблон:КСА|Шаблон:САУ
r|Шаблон:Infobox tool|Шаблон:Инфокутија Алат
r|Шаблон:Американски Самоа на Олимпијада|Шаблон:Американска Самоа на Олимпијада
r|Шаблон:Политики на Таџикистан|Шаблон:Политика на Таџикистан
r|Шаблон:Прва фудбалска лига на Македонија|Шаблон:Шампиони на Првата фудбалска лига на Македонија
r|Шаблон:ChineseText|Шаблон:Кинески текст
r|Шаблон:Книга|Шаблон:Наведена книга
r|Шаблон:UEFA leagues|Шаблон:УЕФА лиги
r|Шаблон:Beer-stub|Шаблон:Пиво-никулец
r|Шаблон:Country data DZA|Шаблон:Country data Алжир
r|Шаблон:Country data Tokelau|Шаблон:Country data Токелау
r|Шаблон:Литература|Шаблон:Книжевност
r|Шаблон:Profit|Шаблон:Пораст
r|Шаблон:Град во Ирска|Шаблон:Инфокутија Место во Ирска
r|Шаблон:Hide in print|Шаблон:Сокриј во печат
r|Шаблон:Pitcairn-stub|Шаблон:Питкерн-никулец
r|Шаблон:Location map Кенија|Шаблон:ПозКарта Кенија
r|Шаблон:Non-free promotional|Шаблон:Промотивна фотографија
r|Шаблон:Approximant|Шаблон:Приближна согласка
r|Шаблон:Инфокутија спортска лига|Шаблон:Инфокутија Спортска лига
r|Шаблон:Future sport|Шаблон:Спортска актуелност
r|Шаблон:Infobox Coat of arms|Шаблон:Инфокутија-Грб
r|Шаблон:ПозКарта САД Alaska|Шаблон:ПозКарта САД Алјаска
r|Шаблон:Taxonomy/Растенија|Шаблон:Автотаксономија/Растенија
r|Шаблон:Индијански-никулец|Шаблон:ИН-јазик-никулец
r|Шаблон:Корисник Perl|Шаблон:Корисник perl
r|Шаблон:Col-4-of-4|Шаблон:Col-4
r|Шаблон:Harvid|Шаблон:SfnRef
r|Шаблон:Non-free film screenshot|Шаблон:Неслободна екранска снимка од филм
r|Шаблон:Загуба|Шаблон:Пад
r|Шаблон:Country data Nova Scotia|Шаблон:Country data Нова Шкотска
r|Шаблон:Country data PRI|Шаблон:Country data Порторико
r|Шаблон:Цитирана веб страница/doc|Шаблон:Наведена мрежна страница/doc
r|Шаблон:Italic title/doc|Шаблон:Закосен наслов/doc
r|Шаблон:Parliament of New Zealand|Шаблон:Парламент на Нов Зеланд
r|Шаблон:ПозКарта Hawaii|Шаблон:Location map Hawaii
r|Шаблон:Населени места во општина Арачиново|Шаблон:Општина Арачиново
r|Шаблон:IRE|Шаблон:ИРС
r|Шаблон:Country data ХОН|Шаблон:Country data Хондурас
r|Шаблон:Recent changes category|Шаблон:Категорија за скорешни промени
r|Шаблон:Country data АНТ|Шаблон:Country data Антигва и Барбуда
r|Шаблон:ПозКарта France|Шаблон:ПозКарта Франција
r|Шаблон:Time|Шаблон:Моменталновреме
r|Шаблон:Јд-предадена|Шаблон:Јс-предадено
r|Шаблон:ПДИВ|Шаблон:Почетен датум и изминато време
r|Шаблон:Information TV series screenshot|Шаблон:Слика-инфо скриншот од ТВ серија
r|Шаблон:User it-1|Шаблон:Корисник it-1
r|Шаблон:Infobox Country or territory|Шаблон:Инфокутија Држава
r|Шаблон:Aegean Islands|Шаблон:Егејски Острови
r|Шаблон:DecreasePositive|Шаблон:ПозитивенПад
r|Шаблон:Runic|Шаблон:Писмо/Рунско
r|Шаблон:Country data ТГО|Шаблон:Country data Того
r|Шаблон:Swiss populations data CH-GR|Шаблон:Население на кантон CH-GR
r|Шаблон:NZ|Шаблон:НЗЛ
r|Шаблон:ПозКарта Демократска Република Конго|Шаблон:ПозКарта ДР Конго
r|Шаблон:Градови во Вајсерицкрајс (округ)|Шаблон:Градови во Вајсериц (округ)
r|Шаблон:Јд-бидејќи|Шаблон:Јс-бидејќи
r|Шаблон:Country data БХР|Шаблон:Country data Бахреин
r|Шаблон:Infobox Skyscraper|Шаблон:Облакодер
r|Шаблон:CZE|Шаблон:ЧЕШ
r|Шаблон:Non-free image rationale|Шаблон:Образложение за неслободна слика
r|Шаблон:Infobox Pope|Шаблон:Инфокутија за папа
r|Шаблон:IPA-bo|Шаблон:МФА-bo
r|Шаблон:Infobox language/family-color|Шаблон:Infobox Language/family-color
r|Шаблон:Hands|Шаблон:Дланки
r|Шаблон:Wales subdivisions|Шаблон:Области во Велс
r|Шаблон:Occupation by nationality|Шаблон:Занимање по националност
r|Шаблон:Palatal|Шаблон:Преднонепчена согласка
r|Шаблон:Infobox Connector|Шаблон:Инфокутија Приклучок
r|Шаблон:ПозКарта Апхазија|Шаблон:ПозКарта Грузија Апхазија
r|Шаблон:Veteran-auto-stub|Шаблон:Ветерански автомобил-никулец
